职位名称,技能,薪资,学历要求,地区
分析研究员(J10850),['分析'],8-13K·13薪,硕士,武汉
功能测试,['功能测试'],5-6K,大专,武汉
苏州锐泽系统工程招聘质量管理/测试,"['二次配', '大宗气体']",8-10K,大专,武汉
项目经理,"['项目招投标', 'IT项目管理']",5-8K,学历不限,武汉
采耳师,"['弹性工作制', '采耳师', '按摩师']",7-12K,学历不限,武汉
京东物流-华中区域招聘快递员,"['五险一金', '包住', '餐补', '房补', '交通补助', '加班费', '绩效奖金']",8-13K,学历不限,武汉
亚马逊运营专员,"['店铺运营', '家居日用', '亚马逊', '英语']",5-9K·13薪,大专,武汉
奥博华泰招聘押运员,"['月休四天', '包吃包住']",3-5K,中专/中技,武汉
全屋定制家具设计师,"['三维家', '酷家乐', '3DMax', 'CAD', '设计总监', '设计主管', '全职']",10-15K,本科,武汉
研发/产品助理工程师,"['英语', '环境工程', 'CAD', 'SPSS']",4-8K,本科,武汉
美疗师 5K-8K,"['美容', '美容学徒', '美容顾问']",5-8K,学历不限,武汉
板式家具拆单员,"['整屋家具', 'CAD', '全职']",8-13K,学历不限,武汉
现场采样员,['采样员'],4-6K,大专,武汉
自动化测试,"['Python', '测试开发', 'Linux', 'python自动化测试', '脚本开发']",10-15K,本科,武汉
设计师,"['视觉设计', 'CAD', '美工', '全职', '装饰建材', '家居设计']",5-6K,本科,武汉
信用卡客户经理岗,"['银行', '信用卡推广及办理', '拥有销售经验']",8-13K,大专,武汉
物业品质专员,"['住宅小区', '楼栋管家', '环境管理', '巡检与维修', '五险']",4-5K,大专,武汉
绿色防控工程师,"['植物', '农业', '生物', '农艺师', '三农', '植保', '农技', '绿色防控']",4-5K,大专,武汉
售前客服,"['含有销售的客服工作', '线上客服', '电话客服', '正常工作制']",4-7K,大专,武汉
制片及制片助理,"['广告', '制片人助理', '统筹制片人', '制片助理', '短视频']",5-10K,学历不限,武汉
充电桩产品经理,"['产品经理', '高级产品经理', '产品规划', '产品设计']",10-15K,大专,武汉
定制设计师,['设计师'],8-13K,大专,武汉
志愿规划师,"['大学/大专生', '全职工作', '中学生', '培训机构', '有销售经验']",6-11K,大专,武汉
跆拳道教练,"['跆拳道教练员证', '全职兼职均可']",5-10K,学历不限,武汉
高级硬件工程师,"['电路设计', 'PCB设计', 'EMC测试', 'EMC设计', 'ARM开发']",12-24K·15薪,本科,武汉
总经理徒弟(急聘3名),"['面销/陌拜', '个人（ToC）', '团队管理+培训', '免费公寓楼住宿']",6-11K,学历不限,武汉
光学设计专家,['光学设计工程师'],25-26K·13薪,硕士,武汉
迎宾预定,"['全勤奖', '五险一金', '系统培训', '销售经验', '普通话标准']",5-7K,学历不限,武汉
Android开发工程师,"['AndroidSDK', 'hybird', 'react-native']",8-13K,大专,武汉
兼职满意度回访员,"['人力资源外包客服职位', '普通话标准流利', '售前客服']",100-200元/天,中专/中技,武汉
销售工程师/检验检测,"['销售工程师', '销售专员', '销售主管', '电话销售', '渠道销售']",6-11K·13薪,大专,武汉
数据挖掘分析师,"['推荐算法', 'Python', '自然语言处理', '数据挖掘']",15-30K,本科,武汉
奢侈品买手,"['全职', '品牌买手', '奢侈品', '珠宝首饰', '销售经验']",4-8K,大专,武汉
电商客服经理,"['淘宝', '天猫', '正常工作制', '电商客服', '售前客服', '办公室坐班']",9-14K·13薪,大专,武汉
研发主管（流式项目）,"['流式实验技术', '医药科研', '临床研究']",15-18K,硕士,武汉
区县经理（武汉）,"['实施', '沟通', '商务']",6-8K,大专,武汉
新媒体运营总监,"['专业拍摄', '后期剪辑', 'PS/AI', '汽车', '短视频运营']",8-13K,大专,武汉
IT技术支持,['SQLServer'],5-10K,本科,武汉
跨境电商摄影师,"['两者皆有', '跨境电商', '亚马逊']",6-11K·13薪,大专,武汉
渠道推广,"['教育培训', '数据分析能力', '异业合作', '学校资源']",8-13K,大专,武汉
兼职书法老师,"['教师', '助教', '学前教育', '小学教育', '教师资格证(小学)', '兼职']",3-4K,大专,武汉
3D手绘角色模型师（高级）,"['3dsMAX', 'Unity', '唯美写实风', '角色纯手绘流程']",12-20K,大专,武汉
测试工程师,"['软件测试', '系统测试', '功能测试', 'MySQL', 'SQL']",7-9K,本科,武汉
文案策划,"['网络广告', '视听广告', '新媒体广告', '全职']",6-8K,学历不限,武汉
一心日式料理店招聘日料厨师,"['日料中工', '日料学徒', '日本料理', '炸台', '烤台']",4-6K,学历不限,武汉
梦时代潮牌男装CAT服装导购,"['底薪加提成', '免费工装', '法定节假日三薪', '门店销售']",7-12K·13薪,中专/中技,武汉
韩语产品经理,"['移动端产品', '泛娱乐', '社交游戏app', '韩语']",15-25K·15薪,本科,武汉
纯网销！不打电话！不外出！（包中餐！！）,['电子商务'],7-12K,学历不限,武汉
招商采购经理,"['国内采购', '食品饮品', '生鲜果蔬', '服装服饰', '原材料']",12-18K·13薪,本科,武汉
初高中化学老师,"['兼职', '全职', '培训机构', '线下教育', '不坐班', '坐班', '教师']",8-13K,本科,武汉
发型师,"['发型师', '包住', '包吃', '保底工资']",7-12K,学历不限,武汉
科技顾问（武汉）,"['生物技术', '第三代测序']",10-15K,本科,武汉
月入3万+ 全武汉一手商业 老带新 上手快！,"['保障月薪', '带薪培训', '带薪年假', '退伍军人', '房屋买卖']",15-30K,高中,武汉
售前工程师,"['售前技术支持经验', '售前', '产品', '产品经理']",8-13K·14薪,大专,武汉
DIG招聘铣工,"['龙门铣床', '单柱铣床和单臂铣床', '1-3年经验', '月结', '包吃住']",5-8K,初中及以下,武汉
融创娱雪招聘生产安全员,['非煤炭矿山'],4-5K,高中,武汉
电子工程师(兼职)-长三角地区,['PCB设计'],6-11K,大专,武汉
医保办主任,['医保'],6-10K,大专,武汉
美工设计师,"['数码产品', '运动户外', '家居用品', '天猫', '阿里巴巴', '京东', 'PS']",5-10K,学历不限,武汉
护士长,"['体检中心', '主管护师', '健康保健', '护士长', '主管护师']",8-12K,大专,武汉
硬件开发工程师,"['硬件', '嵌入式硬件开发', '单片机开发', '电路设计']",11-17K,本科,武汉
服装设计师,"['裤装', '男装', '设计初稿', 'T恤/卫衣', '面料辅料采买']",8-13K,大专,武汉
民宿管家,['工作轻松'],3-4K,学历不限,武汉
助理电子工程师,"['电路设计', '电子工艺工程师', '热风枪', '万用表', '示波器', '烙铁']",4-6K,中专/中技,武汉
QT软件工程师,"['测试工程师', '软件测试']",5-10K,大专,武汉
模具设计工程师,"['自动化', '钢结构', '精密仪器', '五金模具', '塑胶模具', 'AutoCAD']",8-13K,大专,武汉
财税技术老师,"['财务培训', '税务代理/咨询', '适应出差', '中级会计师', '财务管理']",8-13K,本科,武汉
广告AE,"['广告策划', '客户对接']",5-10K,大专,武汉
家装设计师,"['CAD', '酷家乐', '3DMax', '设计师', '设计师助理', '家装设计师']",10-15K,大专,武汉
课件编辑/技术编辑,"['文科', 'K12工作经验', '理科']",5-8K·13薪,本科,武汉
菲凯餐饮店招聘服务员,"['撤台', '全勤奖', '绩效奖金', '餐前服务', '火锅店', '包吃包住']",4-5K,学历不限,武汉
太二酸菜鱼招聘凉菜厨师,"['中餐', '无经验']",4-5K,学历不限,武汉
高级幼儿园保健医高薪双休,"['幼儿园保健医证', '护士资格证', '营养师资格证']",4-7K,大专,武汉
抗衰美导（光电+轻医美）,"['销售经验', '美导', '管理', '医美机构', '综合性美容机构', '培训']",15-30K,中专/中技,武汉
中级前端开发工程师,"['HTML/CSS', 'HTML5', 'Javascript', 'Angular', 'Vue']",9-13K,本科,武汉
手游推广策划,"['游戏', '手机游戏', '推广']",6-12K,学历不限,武汉
C#,"['SQL', 'MVC开发', '网络协议', '.NET', 'ASP.NET', 'WCF']",7-10K,大专,武汉
幼少儿英语教学主管,"['销售经验', '大型教育机构经验', '教育工作经验', '培训机构']",6-7K,大专,武汉
足疗按摩,"['足疗技师', '包吃包住', '月休四天', '包吃', '保底工资', '按摩师']",8-12K,学历不限,武汉
美团科技有限公司招聘防损员,['商业保险'],5-7K,学历不限,武汉
钢琴老师,"['钢琴', '音乐', '艺术', '器乐', '教师']",6-11K,大专,武汉
室内设计,"['CAD', '3DMax', '酷家乐', 'PhotoShop', '设计师', '设计师助理']",4-8K,大专,武汉
资深后端开发工程师-飞书存储业务,"['存储引擎', '海量数据', '业务发展好', '技术氛围棒']",40-70K·15薪,本科,武汉
皮肤科医生,"['激光美容', '皮肤科医生', '执业医师证', '皮肤科']",10-15K,本科,武汉
厨师长,"['自助餐/快餐', '3-5年', '1000平米以上', '成本管控能力']",10-12K,学历不限,武汉
网络工程师,"['计算机相关专业', '通信/工程相关专业']",5-8K,大专,武汉
格林环保招聘机修工,"['五险', '餐补', '全勤奖', '工龄奖', '综合维修', '汽车维修', '电工证']",4-5K,中专/中技,武汉
珠宝设计,"['手绘', '设计师', '工艺品设计']",9-14K,大专,武汉
探乐招聘铲车司机,"['五险', '包吃包住', '绩效奖金', '高温补贴', '铲车司机', '铲车工']",5-6K,学历不限,武汉
乡村基招聘厨师,"['5年以上', '包住', '主厨', '创意融合菜', '中央厨房/半成品加工']",3-6K,学历不限,武汉
广告媒介投放,['传统媒体'],3-5K,大专,武汉
配电柜成套主管,"['生产计划与物流控制', '配电柜成套管理', '高低压成套图']",5-10K,大专,武汉
软件开发,"['C语言', 'C++', 'Java', '嵌入式开发经验', '计算机相关专业']",15-30K,本科,武汉
临床监查员CRA-武汉,['CRA'],9-11K·14薪,本科,武汉
金墩墩网约车招聘网约车司机,"['免费培训', '车辆保险/保养', '平台一对一派单']",8-13K,学历不限,武汉
白沙洲前台教务老师,"['前台', '行政后勤', '行政专员', '秘书助理', '教育培训', '教务老师']",5-8K,本科,武汉
网络工程师,"['网络运维', '系统管理员', '机房运维']",3-5K,大专,武汉
盒马D2-Java开发工程师-武汉(业财一体),"['后端工程师', 'Java', 'Spring', 'MyBatis']",10-14K·13薪,本科,武汉
SAP PM顾问,"['需求分析', '解决方案', '实施']",15-20K,大专,武汉
Python开发工程师,"['Go', '微服务架构', '分布式技术', 'Django', 'Flask', 'Tornado']",13-25K,本科,武汉
销售专员,"['面销/陌拜经验', '个人（ToC）', 'O2O', '互联网/科技']",10-15K·13薪,高中,武汉
B超/心电图医师,"['医学影像科', '心电图', 'B超医生', '彩超医生', '执业医师证']",10-15K,大专,武汉
前台接待,"['包住', '全勤奖', '工龄奖', '包吃', '不加班', '轮班工作制']",3-5K,学历不限,武汉
武汉市江岸区中佰...招聘陈列员,"['社保', '就近安排', '月休8天']",4-6K,学历不限,武汉
武汉东湖新技术开...招聘防损员,"['就近分配', '五险']",3-4K,学历不限,武汉
Android,"['AndroidSDK', 'bluetooth', 'WIFI']",15-25K,本科,武汉
产品经理,"['数据产品', 'ERP产品', '支付产品', '供应链产品', 'B端产品']",15-25K·13薪,初中及以下,武汉
平面设计师,['平面设计'],3-4K,大专,武汉
项目经理,"['产品设计', '产品内部评审', '产品开发']",6-10K,本科,武汉
英文广告投放,"['留学英语翻译', 'TEM8', '商务英语翻译']",8-13K·14薪,本科,武汉
绿化施工员,"['住宅地产', '文旅地产', '商业地产', '综合体', '公园项目']",8-9K·13薪,大专,武汉
产品服务专员,"['售前产品', '用户研究']",5-6K,本科,武汉
底薪7200销售管培生/储备干部,"['电话销售', '网络销售', '健身房', '员工食堂', '艾灸室']",8-10K,大专,武汉
Unity3D主程,"['C++', 'C#', 'Python', '游戏引擎', 'Socket技术', 'U3D', 'unity']",16-25K,本科,武汉
欧派高端家居优秀导购（五险一金、高薪）,"['个人（ToC）', '其他行业', '面销/陌拜', '门店/柜台销售']",8-13K,大专,武汉
设计师助理室内,"['设计师助理', '设计师', 'CAD', '酷家乐']",1-6K,大专,武汉
驱动软件工程师,"['C++', '嵌入式技术', 'ARM开发']",15-25K,本科,武汉
嵌入式工程师,"['C++', '嵌入式/单片机开发经验', '电机控制', 'Linux', '摄像头驱动']",12-16K·13薪,本科,武汉
大区经理,['渠道销售'],20-30K,大专,武汉
活动策划执行,"['执行', '策划', '活动策划执行']",3-5K,大专,武汉
行政专员,"['活动/会议组织', '接待/外联', '清洁绿化']",4-6K,大专,武汉
抖音运营总监,"['直播场控', '抖音（抖音火山）', '带货直播', '内容策划']",10-15K·16薪,大专,武汉
餐饮经营招聘咖啡师,"['门店运营管理', '全勤奖', '绩效奖金', '轮班工作制', '全职']",4-7K,高中,武汉
Java中级开发工程师,"['服务器配置', 'SpringCloud']",11-15K·14薪,本科,武汉
林业助理工程师,"['植物设计', '3dsMax', '园林景观专业', '造林工程']",3-8K,大专,武汉
平面设计师,"['PhotoShop', '设计师', 'CorelDRAW', 'AI']",4-5K,大专,武汉
策划经理,"['公众号编辑', '微信商城', '平面设计']",6-8K,本科,武汉
测量员,"['市政工程', '包吃包住', '五险']",3-6K,学历不限,武汉
武汉钓鱼数码招聘手机维修,"['网点维修', '手机', '苹果手机']",2-3K,学历不限,武汉
酒店客房主管,"['包吃包住', '五险', '八小时工作制', '绩效奖金']",3-4K,中专/中技,武汉
高级设计助理,"['CAD', 'Sketchup']",3-5K,学历不限,武汉
测试工程师,"['功能测试', '自动化测试', 'MySQL', 'JMeter', 'Postman']",10-15K,本科,武汉
layout 资深工程师,"['电子/自动化相关专业', 'PCB设计经验']",13-18K·15薪,本科,武汉
高中日语老师带薪寒暑假,"['公办学校', '线下教育', '全职', '大班教学（25人以上）', '教学']",6-11K,本科,武汉
vue前端开发工程师,"['JavaScript', 'Node.js', '前端开发经验']",7-12K,学历不限,武汉
医疗器械注册专员,"['普通手术器械', 'CE', 'FDA', '辅助手术器械', '临床研究', 'GAP']",9-14K·16薪,大专,武汉
涂料研发工程师,"['配方开发', '稳定性评估', '安全性测试', '化学相关专业']",9-14K,硕士,武汉
平面设计师,['视觉设计'],3-5K,大专,武汉
销售事业合伙人,"['客户/渠道开发及运营', '个人']",15-30K,高中,武汉
华工后勤招聘面包/烘焙师,"['面点师', '白案师傅', '白案中工', '烘焙师']",2-6K,学历不限,武汉
资深Java开发工程师,"['Python', 'Shell', '分布式技术', 'Spring', 'Netty', 'NoSQL']",15-30K,本科,武汉
日语,['日语'],5-10K·13薪,本科,武汉
现结瑜伽老师兼职,"['线下教育', '不坐班', '亲子瑜伽', '哈他瑜伽', '瘦身课']",3-4K,学历不限,武汉
武汉联影医疗招聘电工,"['电工资格证', '电工操作证', '1-3年经验', '月结', '包吃住']",4-7K·13薪,学历不限,武汉
