4570,高薪电话客服（提供住宿）,"['办公室坐班', '不含销售的客服工作', '咨询热线客服']",5-10K,大专,南昌
4571,行者数字科技有限公司招聘货运司机,"['无费用', '驾驶证C1', '日用品运输', '全市配送', '实习期']",6-11K,学历不限,南昌
4572,尚客优连锁酒店店长（江西派遣）,"['经济型', '连锁酒店管理经验', '酒店管理经验', '包吃住']",6-9K,大专,南昌
4573,滴滴出行招聘网约车司机,"['熟悉本地路况', '无交通肇事记录', '有网络预约出租汽车驾驶员证']",11-18K,学历不限,南昌
4574,旅游顾问,"['销售专员', '旅游顾问', '销售经理', '旅游同业销售']",3-6K,学历不限,南昌
4575,电商平面设计师,"['封面设计', '画册设计', '海报传单设计', '企业/自有品牌', 'PS', 'AI']",5-6K,本科,南昌
4576,分红制美容店长,['销售经验'],10-15K,中专/中技,南昌
4577,体外冲击波碎石医生,"['医学影像科', '彩超医生', '执业医师证']",4-8K,中专/中技,南昌
4578,营地教练,"['国有企业', '线下教育', '普通话发音标准']",4-5K,本科,南昌
4579,广告雕刻师,['广告制作'],6-8K,中专/中技,南昌
4580,针灸推拿师,['周末单休'],4-8K,大专,南昌
4581,平面设计,"['CorelDRAW', 'PhotoShop', '设计师', '包装设计']",3-4K,大专,南昌
4582,客房主管,"['带薪年假', '月休四天', '全勤奖', '绩效奖金', '法定节假日三薪']",3-4K,学历不限,南昌
4583,CAD制图/整装设计师/设计师助理/绘图员,"['设计师助理', '酷家乐', 'CAD', '设计师', '主案设计师', '设计经理']",7-12K,大专,南昌
4584,招商经理（医疗）,"['面销/陌拜经验', '对企业/机构（ToB）销售经验', '电话销售经验']",8-13K,大专,南昌
4585,视频摄影剪辑师,"['短视频', '达芬奇', 'AE', 'Photoshop', '剪辑', '合成', '音乐']",5-6K,大专,南昌
4586,舞蹈老师,"['全职兼职均可', '小学教育', '初中教育', '集体授课', '线下授课']",5-6K,本科,南昌
4587,前置管家,['住宅小区'],3-5K,中专/中技,南昌
4588,ebay运营专员（双休/一年经验）,"['eBay', 'Amazon', '小语种', '英语可作为工作语言', '德语']",4-6K,本科,南昌
4589,联想现场技术支持工程师,"['联想', '电脑', '网络']",3-5K,中专/中技,南昌
4590,勘察技术员,"['勘察技术员', '测绘']",5-9K,大专,南昌
4591,灯光师,['舞台灯光'],6-9K,大专,南昌
4592,青山湖区平静食品店招聘店员/营业员,"['食品生鲜', '全职']",3-4K,学历不限,南昌
4593,电脑系统员,"['数据分析', '系统管理员', '数据库']",3-4K,中专/中技,南昌
4594,景观设计实习生,['景观设计'],70-140元/天,大专,南昌
4595,接受小白（实习生）无责4000包住五险一金,"['包住', '一对一教和带', '无需经验']",4-9K,学历不限,南昌
4596,天网招聘保安,"['礼宾员', '包吃', '意外险', '单位体检', '保底工资']",2-3K,初中及以下,南昌
4597,信息流优化师,"['信息流优化', 'SEM']",4-5K,中专/中技,南昌
4598,医美咨询助理,"['医美现场咨询', '注射类医美', '光子/激光/射频', '销售经验']",5-10K,学历不限,南昌
4599,媒介专员（可接受无经验）,['线上媒介'],6-10K,大专,南昌
4600,通力电梯有限公司招聘电梯工,"['技工', '机械操作']",3-4K,高中,南昌
4601,美甲美睫师 莲塘五一路急招,"['包住', '环境好', '弹性工作制', '保底工资', '全职']",6-10K,学历不限,南昌
4602,三维动画师,"['PhotoShop', '3D设计', '3D渲染']",6-8K,本科,南昌
4603,销售专员,"['电话销售', '网络销售', '渠道销售', '互联网销售', '电商销售']",3-8K,高中,南昌
4604,东湖区调解员,"['全职', '公检法工作经验', '法学专业背景']",4-8K,本科,南昌
4605,视频剪辑,"['视频编辑', '短视频编辑', '动漫视频编辑']",5-8K,学历不限,南昌
4606,家居设计师,"['酷家乐', '3DMax']",5-10K,学历不限,南昌
4607,业务员/业务助理,"['英语', '服饰/鞋帽/箱包', '生产跟单']",4-9K,大专,南昌
4608,全国连锁酒店店长,"['酒店总经理', '酒店店长']",8-13K,大专,南昌
4609,儿童康复主管,"['康复治疗士资格证', '康复治疗师资格证', '中国传统康复治疗']",5-10K,大专,南昌
4610,CAD制图,"['CAD', '装饰装修', '装饰建材', '建筑施工', '全职']",4-5K,大专,南昌
4611,导游,"['全程陪同导游', '景点陪同导游', '境内游', '普通话标准']",3-4K,中专/中技,南昌
4612,机械员,"['建筑施工', '城市规划设计', '园林设计']",4-6K,中专/中技,南昌
4613,销售主管/销售,"['可接受出差', '区域销售', '企业服务', '广告专业', '有政府资源']",5-10K,大专,南昌
4614,急招快手 抖音主播工资日结300-500 可兼职,"['线下办公', '远程办公', '其他平台', '快手', '抖音', '娱乐才艺']",25-50K,学历不限,南昌
4615,教练学徒,"['教练', '健身', '拳击', '体能']",3-5K,学历不限,南昌
4616,南昌云洋机械有限公司招聘喷塑工,['全职'],5-6K,中专/中技,南昌
4617,高级结构工程师,"['SolidWorks', '机械工程专业']",10-15K,硕士,南昌
4618,财务,"['中级会计师', '四大']",4-5K,高中,南昌
4619,养发师/4000-7000,"['免费培训', '包吃住', '全勤奖', '晋升空间大', '工龄奖']",4-7K,学历不限,南昌
4620,产品支持实习生,['B端产品'],120-130元/天,本科,南昌
4621,客服经理,"['含有销售的客服工作', '全职工作', '倒班工作制']",5-6K,学历不限,南昌
4622,【哈啰直招】储备城市经理,['整体运营'],12-24K·14薪,本科,南昌
4623,企划专员,['视频剪辑'],4-6K,大专,南昌
4624,服装导购,['底薪加提成'],3-4K,学历不限,南昌
4625,区域安防主管,"['文旅地产', '办公地产', '综合体']",6-7K,大专,南昌
4626,审计经理,"['审计', '内部审计', '内控审计', '工程审计', '财务审计']",8-12K,本科,南昌
4627,项目政策研究员+双休,"['省部级项目经验', '项目政策研究']",15-20K,本科,南昌
4628,救生员,"['包住', '绩效奖金', '上一休一']",2-5K,学历不限,南昌
4629,弱电设计师,"['弱电工程师', '机电工程师', 'CAD', '项目管理', '造价员证']",9-10K,本科,南昌
4630,美味源招聘面包/烘焙师,"['具有一定沟通能力', '技术熟练']",10-15K,高中,南昌
4631,二级建造师,['建筑工程'],5-6K,学历不限,南昌
4632,竞价专员,"['搜索引擎营销', '百度', '360.0', '搜狗', '软文加粉', '神马']",6-11K,学历不限,南昌
4633,出纳文员,['出纳'],3-4K,大专,南昌
4634,直播运营,"['带货直播', '推广引流', '抖音（抖音火山）']",6-8K,大专,南昌
4635,招标师助理,['建筑工程管理'],2-3K,大专,南昌
4636,中药师,"['中药执业药师', '药师初级职称', '煎药', '药品调剂', '药店']",5-7K,学历不限,南昌
4637,区域经理,"['连锁药房工作经验', '区域经理', '药店店长']",4-9K·13薪,中专/中技,南昌
4638,建筑方案设计师,"['方案设计师', '扩初设计师', '民用建筑', '商用建筑', '工业建筑']",6-10K,大专,南昌
4639,UI设计师,"['交互体验设计', '原画设计']",3-7K,学历不限,南昌
4640,急招!可日结！居家办公!不漏脸主播,"['全职兼职均可', '远程办公']",85-150元/时,学历不限,南昌
4641,CAD设计/制图,"['CAD', '设计师', '装饰建材', '全职', 'CorelDRAW', 'PhotoShop']",5-6K,大专,南昌
4642,市政技术总工,"['一级建造师', '高级工程师职称']",10-15K,大专,南昌
4643,教务老师,"['学历教育', '班主任']",150-230元/天,高中,南昌
4644,婴幼儿服饰及用品督导,"['服装潮牌', '管理经验', '接受经常出差', '就近分配']",4-6K,大专,南昌
4645,瑜伽普拉提教练,"['销售经验', '私教课', '多流派的教学经验', '坐班', '普拉提']",15-30K·13薪,学历不限,南昌
4646,JAVA软件开发工程师,"['SQL', 'CSS', 'HTML']",4-8K,本科,南昌
4647,食品采购主管,"['国内采购', '食品饮品', '原材料']",6-8K,大专,南昌
4648,南昌广电设备厂招聘磨工,['周末单休'],4-5K,学历不限,南昌
4649,中医馆店长,"['中医养生', '理疗师', '中医医生']",6-10K,大专,南昌
4650,无责底薪3500前端客服,"['含有销售的客服工作', '正常工作制', '办公室坐班', '全职']",6-11K,学历不限,南昌
4651,3D设计师,['视觉设计'],5-6K,本科,南昌
4652,培训导师/督导,"['生活/餐饮/健康服务', '内训', '集体授课', '线下教育', '有销售经验']",6-11K,高中,南昌
4653,高单月嫂,"['月嫂', '育婴师', '保姆', '家政服务', '产后恢复师', '包吃包住']",9-14K,学历不限,南昌
4654,广告设计师,"['广告策划', '广告设计', '企业/自有品牌', '医疗', '房产', '教育培训']",5-6K,本科,南昌
4655,网络销售（双休）,"['电话销售', '其他产品/服务', '企业服务', '企业（ToB）']",5-10K,学历不限,南昌
4656,焙优招聘货运司机,"['具有面包车运输驾驶经验', '具有货车运输驾驶经验', '需要装卸']",5-6K,初中及以下,南昌
4657,会计主管,"['风险控制', '财务综合管理', '税务管理', '制造业', '生活服务']",6-10K,大专,南昌
4658,南昌县福纳林餐饮店招聘后厨,['无经验'],3-4K,学历不限,南昌
4659,设计师,"['3D设计', '三维家', 'CAD', '酷家乐', '主案设计师', '视觉设计']",3-6K,大专,南昌
4660,3D空间设计师,"['3DMax', 'CAD', '3D设计', '主案设计师']",6-8K,本科,南昌
4661,旅店主管,"['包住', '晋升空间大', '门店运营管理']",3-4K,中专/中技,南昌
4662,课程顾问（初中学习机项目）,"['全职工作', '培训机构', '线上教育', '中学生', '营销相关专业']",7-12K,本科,南昌
4663,市政工程资料员,['施工资料员'],4-5K,学历不限,南昌
4664,台球助教,"['全职', '一对一教学', '社群运营经验', '普通话发音标准']",5-10K,学历不限,南昌
4665,采购主管/经理（连锁药店）,"['国内采购', '药店', '药品', '药房']",6-11K·16薪,本科,南昌
4666,亲子课程老师,"['线下授课', '一对一授课', '集体授课', '普通话水平证书']",3-5K,大专,南昌
4667,领行科技招聘网约车司机,"['客运从业资格证', '弹性工作制', '全职', '多劳多得']",9-14K,中专/中技,南昌
4668,导医导诊,"['导诊', '妇产科']",3-4K,中专/中技,南昌
4669,网络销售（提供午餐+地铁直达）,"['小红书营销', '客户关系维护', '微信营销', '互联网/科技']",6-10K,大专,南昌
4670,家庭保洁师,"['室内清洁', '开荒清洁', '就近分配', '家庭高级管理师']",3-6K,学历不限,南昌
4671,税务专员,['物流'],3-5K,大专,南昌
4672,珠宝销售,"['销售专员', '销售主管', '销售店长', '门店销售', '面销']",5-10K,学历不限,南昌
4673,促销,"['个人（ToC）', '无经验要求', '批发/零售', '会展销售']",3-4K,学历不限,南昌
4674,专利代理人,"['专利代理人', '知识产权代理人', '无销售性质']",5-8K,本科,南昌
4675,做饭保洁阿姨,['做六休一'],2-3K,学历不限,南昌
4676,教务主管,"['教务', '班主任', '学管']",5-8K,大专,南昌
4677,日语老师,"['教师', '家教', '教师资格证', '助教', '高中教育', '线下授课']",5-6K,本科,南昌
4678,项目经理,"['项目管理', '软件实施', '需求分析']",10-15K,本科,南昌
4679,项目管理工程师,['汽车开发流程'],8-10K,本科,南昌
4680,出纳5-8k,"['会计', '薪酬福利', '财务软件', '财务助理', '资金管理', '出纳']",5-8K,中专/中技,南昌
4681,CNC编程,['周末单休'],6-9K,学历不限,南昌
4682,审计专员,['内部审计'],6-8K,本科,南昌
4683,欣悦府招聘传菜员,"['包吃包住', '月休四天', '五险', '全勤奖', '加班费', '工龄奖']",3-4K,学历不限,南昌
4684,护肤品培训老师,['内训'],20-21K,大专,南昌
4685,物业综合维修,"['五险', '包住', '餐补', '绩效奖金', '弱电工程师', '机电工程师']",4-5K,学历不限,南昌
4686,鑫奕源招聘折弯工,['1-3年经验'],4-5K,学历不限,南昌
4687,分公司/代表处负责人,"['住宅地产', '酒店公寓', '商业地产', '别墅地产']",4-7K,大专,南昌
4688,禧之乐招聘面包/烘焙师,['月休四天'],1-5K,学历不限,南昌
4689,高级平面设计师,"['PS', '广告/设计公司', '封面设计', 'AI', '广告设计']",4-6K,本科,南昌
4690,生产主管,['精益生产'],5-7K,大专,南昌
4691,版式拆单画图设计师,"['整屋家具', 'AutoCAD']",4-8K,高中,南昌
4692,效果图设计师,"['酷家乐', '三维家', '设计师', '设计师助理', '主案设计师', '3D设计']",4-6K,学历不限,南昌
4693,施工图深化设计,"['医疗机构', '酒店', '餐厅', 'AutoCAD', 'SketchUp', 'VRay']",5-8K,大专,南昌
4694,基业良工招聘钳工,"['钳工初级证', '钳工中级证', '钳工高级证', '装配钳工']",7-8K,学历不限,南昌
4695,net开发工程师,"['C#', '微服务架构', '容器技术', 'Redis', 'SQLServer']",6-11K,本科,南昌
4696,导游,"['弹性工作制', '带薪年假', '不加班', '导游', '带团']",10-15K,大专,南昌
4697,售前技术经理,"['服务器配置', '技术沟通', '硬件集成调试', '产品咨询']",10-15K,大专,南昌
4698,检测员,['公共建筑'],5-6K,大专,南昌
4699,欧菲光招聘质检员,"['灯光检', '显微镜']",5-6K,学历不限,南昌
4700,日盛机电设备有限公司招聘空调工,"['包吃', '餐补', '年终奖', '全勤奖', '加班费', '交通补助', '员工旅游']",8-12K,学历不限,南昌
4701,品牌经理,"['公关媒介代理商/服务商（乙方）', '一般企业（甲方）']",10-15K,本科,南昌
4702,资质专员,"['智能建筑', '公共建筑']",4-6K,大专,南昌
4703,嘉邺商贸招聘机修工,['初级机修工职业资格证书'],7-8K,高中,南昌
4704,uniapp开发,"['HTML', '移动端', '分布式技术', 'MySQL', 'MVC', 'HTML5']",22-23K,大专,南昌
4705,资料员,"['施工资料员', '建筑工程类专业']",4-7K,大专,南昌
4706,需求分析师,"['数据需求分析', '需求确认']",3-5K,大专,南昌
4707,顺丰同城招聘送餐员,"['系统派单', '日结工资', '无犯罪记录', '无传染疾病', '无明显纹身']",6-10元/单,学历不限,南昌
4708,设计总监,"['家居', 'CAD', '装饰建材']",16-25K,大专,南昌
4709,投资经理,"['二级市场投资职位', '基金公司']",10-15K·15薪,本科,南昌
4710,效果图模型师,['3dsMAX'],5-10K,学历不限,南昌
4711,兼职初中各科老师,"['线下授课', '兼职', '物理', '数学', '英语', '培训机构', '教师']",1-2K,大专,南昌
4712,专升本教学主管,"['全职', '公立学校', '培训机构', '私立学校', '线下教育']",8-13K,本科,南昌
